"","ID","groundnut","maize","millet","oilpalm"
"1",1,0,0.122630536556244,0,0.312873244285583
"2",1,0,0.166377171874046,0,0.424486190080643
"3",1,0,0.195577815175056,0,0.498987197875977
"4",1,0,0.169352635741234,0,0.432077646255493
"5",1,0,0.247105553746223,0,0.630452394485474
"6",1,0,0.186756134033203,0,0.476480007171631
"7",1,0,0.247105225920677,0,0.630451560020447
"8",1,0,0.247107192873955,0,0.630456626415253
"9",1,0,0.214181363582611,0,0.546451389789581
"10",1,0,0.0772682577371597,0,0.197138249874115
"11",1,0,0.148765444755554,0,0.3795525431633
"12",1,0,0.126282095909119,0,0.322189718484879
"13",1,0,0.195948615670204,0,0.499933212995529
"14",1,0,0.132534369826317,0,0.33814138174057
"15",1,0,0.0437381938099861,0,0.111591398715973
"16",1,0,0.111398793756962,0,0.284217208623886
"17",1,0,0.079088494181633,0,0.201782315969467
"18",1,0,0.152063891291618,0,0.387968003749847
"19",1,0,0.0861919075250626,0,0.219905629754066
"20",1,0.0211259536445141,0.105967454612255,0,0.180243521928787
"21",1,0,0.0730733722448349,0,0.186435639858246
"22",1,0,0.142744675278664,0,0.364191472530365
"23",1,0,0.0574147328734398,0,0.14648500084877
"24",1,0,0.110013537108898,0,0.280682921409607
"25",1,0,0.0843730196356773,0,0.21526500582695
"26",1,0,0.093290850520134,0,0.238017484545708
"27",1,0,0.146758660674095,0,0.374432533979416
"28",1,0,0.128645539283752,0,0.328219622373581
"29",1,0,0.0831296145915985,0,0.212092638015747
"30",1,0,0.0874477177858353,0,0.223109602928162
"31",1,0,0.0262200124561787,0,0.0668963938951492
"32",1,0,0.0848614722490311,0,0.216511204838753
"33",1,0,0.161540374159813,0,0.412145853042603
"34",1,0,0.204506993293762,0,0.521768689155579
"35",1,0,0.121901847422123,0,0.311014115810394
"36",1,0.00586338993161917,0.0294106751680374,0,0.0500255785882473
"37",1,0,0.0804352015256882,0,0.205218255519867
"38",1,0,0.16959810256958,0,0.432703852653503
"39",1,0,0.179801255464554,0,0.458735704421997
"40",1,0,0.107387073338032,0,0.273981869220734
"41",1,0,0.185547932982445,0,0.473397493362427
"42",1,0,0.0994927287101746,0,0.253840655088425
"43",1,0,0.14173099398613,0,0.361605197191238
"44",1,0,0.0519389286637306,0,0.13251431286335
"45",1,0,0.247107192873955,0,0.630456626415253
"46",1,0,0.139351442456245,0,0.355534076690674
"47",1,0,0.152556225657463,0,0.389224112033844
"48",1,0,0.165288403630257,0,0.421708345413208
"49",1,0,0.140106186270714,0,0.35745969414711
"50",1,0,0.173461243510246,0,0.442560166120529
"51",1,0,0.159560486674309,0,0.407094448804855
"52",1,0,0.138068154454231,0,0.352259993553162
"53",1,0,0.125522777438164,0,0.320252388715744
"54",1,0,0.0621515847742558,0,0.158570349216461
"55",1,0,0.0593942925333977,0,0.151535540819168
"56",2,0.0203560497611761,0.00371699780225754,0.00939373858273029,0
"57",2,0.0102399634197354,0.00632178550586104,0.0300382971763611,0
"58",2,0.0354656092822552,0.0218951962888241,0.104036174714565,0
"59",2,0.00834948197007179,0.0135285090655088,0.00292309443466365,0
"60",2,0,0,0,0
"61",2,0.0295072086155415,0.047809973359108,0.0103302635252476,0
"62",2,0.00131706206593663,0.00213401089422405,0.000461094081401825,0
"63",2,0.00851238053292036,0.0137924496084452,0.00298012373968959,0
"64",2,0.0365780144929886,0.0592666678130627,0.0128057021647692,0
"65",2,0.00420433562248945,0.00681220600381494,0.0014719080645591,0
"66",2,0.00947959162294865,0.0153596047312021,0.00331873772665858,0
"67",2,0.0214139372110367,0.034696601331234,0.00749686686322093,0
"68",2,0.0110384598374367,0.00201561371795833,0.000551444129087031,0
"69",2,0.00255407532677054,0.00157679442781955,0.00749222282320261,0
"70",2,0.00723488163203001,0.00446655601263046,0.0212230775505304,0
"71",2,0.00770082417875528,0.00475421221926808,0.0225898902863264,0
"72",2,0.028916671872139,0.0468531399965286,0.0101235210895538,0
"73",2,0.0160241890698671,0.0259636919945478,0.00560995424166322,0
"74",2,0.00689943879842758,0.00283985584974289,0.000288745970465243,0
"75",2,0.00313366460613906,0.00507741793990135,0.00109707354567945,0
"76",2,0.0139800822362304,0.0226516649127007,0.00489432737231255,0
"77",2,0.0078998226672411,0.0127999344840646,0.00276567181572318,0
"78",2,0.00677109137177467,0.00418022833764553,0.0198625773191452,0
"79",2,0.0208916496485472,0.0128977540880442,0.0612843632698059,0
"80",2,0.0395731776952744,0.0641196742653847,0.0138542866334319,0
"81",2,0.0493918098509312,0.0800286158919334,0.0172917190939188,0
"82",2,0.0372745059430599,0.0603951849043369,0.0130495391786098,0
"83",2,0.0196458362042904,0.0318317785859108,0.00687786750495434,0
"84",2,0.0214360281825066,0.0347323901951313,0.00750460103154182,0
"85",2,0.0211324710398912,0.0342405438423157,0.00739832734689116,0
"86",2,0.00351169309578836,0.00568993063643575,0.00122941879089922,0
"87",2,0.0148305501788855,0.0240296628326178,0.00519207073375583,0
"88",2,0.049432136118412,0.0800939574837685,0.01730583794415,0
"89",2,0.0521455332636833,0.0844904258847237,0.0182557795196772,0
"90",2,0.0256836414337158,0.0416147224605083,0.0089916605502367,0
"91",2,0.0329724997282028,0.0534247234463692,0.0115434378385544,0
"92",2,0.0264405850321054,0.0163234677165747,0.0775618255138397,0
"93",2,0.0180836021900177,0.011164166033268,0.0530471242964268,0
"94",2,0.0107125006616116,0.0173572637140751,0.00375037011690438,0
"95",2,0.0218183323740959,0.0353518351912498,0.00763844326138496,0
"96",2,0.00893500074744225,0.0144772157073021,0.00312808039598167,0
"97",2,0.0148410899564624,0.0240467377007008,0.00519575970247388,0
"98",2,0.0129519272595644,0.0209857635200024,0.00453437771648169,0
"99",2,0.0196130592375994,0.0317786708474159,0.0068663926795125,0
"100",2,0.00638104835525155,0.0103390915319324,0.00223395950160921,0
"101",2,0.0296610128134489,0.0480591803789139,0.0103841088712215,0
"102",2,0.0698586851358414,0.113190710544586,0.0244570281356573,0
"103",2,0.0153987752273679,0.0249503441154957,0.00539100123569369,0
"104",2,0.0196485836058855,0.0318362303078175,0.00687882956117392,0
"105",2,0.0198290012776852,0.0321285575628281,0.00694199232384562,0
"106",2,0.00561990821734071,0.00910583045333624,0.00196748971939087,0
"107",2,0.0145290773361921,0.0235411915928125,0.00508652674034238,0
"108",2,0.00897558033466339,0.0145429633557796,0.00314228679053485,0
"109",2,0.0197532866150141,0.0320058763027191,0.00691548455506563,0
"110",2,0.0454038307070732,0.0735669732093811,0.0158955585211515,0
"111",2,0.0348516516387463,0.0564694702625275,0.0122013138607144,0
"112",2,0.0270895902067423,0.0438927486538887,0.00948387198150158,0
"113",2,0.0191907733678818,0.0310944486409426,0.00671855313703418,0
"114",2,0.0186576414853334,0.0302306227385998,0.00653190724551678,0
"115",2,0.0128451734781265,0.0208127945661545,0.00449700420722365,0
"116",2,0.0168800372630358,0.0273504070937634,0.00590958073735237,0
"117",2,0.0146650401875377,0.0237614866346121,0.00513412617146969,0
"118",2,0.0173392985016108,0.0280945394188166,0.00607036519795656,0
"119",2,0.0250784512609243,0.0406341440975666,0.0087797874584794,0
"120",2,0.0127506842836738,0.0206596944481134,0.0044639240950346,0
"121",2,0.017589807510376,0.0285004358738661,0.00615806691348553,0
"122",2,0.0186695624142885,0.0302499402314425,0.00653608096763492,0
"123",2,0.0199473965913057,0.0323203913867474,0.00698344130069017,0
"124",2,0.0256621073931456,0.0415798276662827,0.00898412056267262,0
