"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
263,163,"NGA","Nigeria",14,"Enugu",263,"Enugu North","",NA,"","Local Authority","Local Authority","",""
264,163,"NGA","Nigeria",14,"Enugu",264,"EnuguSou","",NA,"","Local Authority","Local Authority","","Enugu South"
265,163,"NGA","Nigeria",14,"Enugu",265,"Ezeagu","",NA,"","Local Authority","Local Authority","",""
266,163,"NGA","Nigeria",14,"Enugu",266,"Igbo-Eti","",NA,"","Local Authority","Local Authority","","Igbo-Etiti"
267,163,"NGA","Nigeria",14,"Enugu",267,"Igbo-eze North","",NA,"","Local Authority","Local Authority","",""
268,163,"NGA","Nigeria",14,"Enugu",268,"Igbo-eze South","",NA,"","Local Authority","Local Authority","",""
269,163,"NGA","Nigeria",14,"Enugu",269,"Isi-Uzo","",NA,"","Local Authority","Local Authority","",""
270,163,"NGA","Nigeria",14,"Enugu",270,"Nkanu East","",NA,"","Local Authority","Local Authority","",""
271,163,"NGA","Nigeria",14,"Enugu",271,"Nkanu West","",NA,"","Local Authority","Local Authority","",""
272,163,"NGA","Nigeria",14,"Enugu",272,"Nsukka","",NA,"","Local Authority","Local Authority","",""
273,163,"NGA","Nigeria",14,"Enugu",273,"Oji-River","",NA,"","Local Authority","Local Authority","",""
274,163,"NGA","Nigeria",14,"Enugu",274,"Udenu","",NA,"","Local Authority","Local Authority","",""
275,163,"NGA","Nigeria",14,"Enugu",275,"Udi","",NA,"","Local Authority","Local Authority","",""
276,163,"NGA","Nigeria",14,"Enugu",276,"Uzo-Uwani","",NA,"","Local Authority","Local Authority","",""
277,163,"NGA","Nigeria",15,"Federal Capital Territory",277,"Abaji","",NA,"","Local Authority","Local Authority","",""
278,163,"NGA","Nigeria",15,"Federal Capital Territory",278,"AbujaMun","",NA,"","Local Authority","Local Authority","","Abuja Municipal"
279,163,"NGA","Nigeria",15,"Federal Capital Territory",279,"Bwari","",NA,"","Local Authority","Local Authority","",""
280,163,"NGA","Nigeria",15,"Federal Capital Territory",280,"Gwagwala","",NA,"","Local Authority","Local Authority","","Gwagwalada"
281,163,"NGA","Nigeria",15,"Federal Capital Territory",281,"Kuje","",NA,"","Local Authority","Local Authority","",""
282,163,"NGA","Nigeria",15,"Federal Capital Territory",282,"Kwali","",NA,"","Local Authority","Local Authority","",""
283,163,"NGA","Nigeria",16,"Gombe",283,"Akko","",NA,"","Local Authority","Local Authority","",""
284,163,"NGA","Nigeria",16,"Gombe",284,"Balanga","",NA,"","Local Authority","Local Authority","",""
285,163,"NGA","Nigeria",16,"Gombe",285,"Billiri","",NA,"","Local Authority","Local Authority","",""
286,163,"NGA","Nigeria",16,"Gombe",286,"Dukku","",NA,"","Local Authority","Local Authority","",""
287,163,"NGA","Nigeria",16,"Gombe",287,"Funakaye","",NA,"","Local Authority","Local Authority","",""
288,163,"NGA","Nigeria",16,"Gombe",288,"Gombe","",NA,"","Local Authority","Local Authority","",""
289,163,"NGA","Nigeria",16,"Gombe",289,"Kaltungo","",NA,"","Local Authority","Local Authority","",""
290,163,"NGA","Nigeria",16,"Gombe",290,"Kwami","",NA,"","Local Authority","Local Authority","",""
291,163,"NGA","Nigeria",16,"Gombe",291,"Nafada","",NA,"","Local Authority","Local Authority","",""
292,163,"NGA","Nigeria",16,"Gombe",292,"Shomgom","",NA,"","Local Authority","Local Authority","",""
293,163,"NGA","Nigeria",16,"Gombe",293,"Yamaltu","",NA,"","Local Authority","Local Authority","","Deba"
294,163,"NGA","Nigeria",17,"Imo",294,"Aboh-Mba","",NA,"","Local Authority","Local Authority","","Aboh-Mbaise"
295,163,"NGA","Nigeria",17,"Imo",295,"Ahizu-Mb","",NA,"","Local Authority","Local Authority","","Ahiazu-Mbaise"
296,163,"NGA","Nigeria",17,"Imo",296,"Ehime-Mb","",NA,"","Local Authority","Local Authority","","Ehime-Mbano"
297,163,"NGA","Nigeria",17,"Imo",297,"Ezinihit","",NA,"","Local Authority","Local Authority","","Ezinihitte Mbaise"
298,163,"NGA","Nigeria",17,"Imo",298,"Ideato South","",NA,"","Local Authority","Local Authority","",""
299,163,"NGA","Nigeria",17,"Imo",299,"IdeatoNo","",NA,"","Local Authority","Local Authority","","Ideato North"
300,163,"NGA","Nigeria",17,"Imo",300,"Ihitte/U","",NA,"","Local Authority","Local Authority","","Ihitte/Uboma"
301,163,"NGA","Nigeria",17,"Imo",301,"Ikeduru","",NA,"","Local Authority","Local Authority","",""
302,163,"NGA","Nigeria",17,"Imo",302,"IsialaMb","",NA,"","Local Authority","Local Authority","","Isiala Mbano"
303,163,"NGA","Nigeria",17,"Imo",303,"Isu","",NA,"","Local Authority","Local Authority","",""
304,163,"NGA","Nigeria",17,"Imo",304,"Mbaitoli","",NA,"","Local Authority","Local Authority","","Mbatoli"
305,163,"NGA","Nigeria",17,"Imo",305,"Ngor-Okp","",NA,"","Local Authority","Local Authority","","Ngor-Okpala"
306,163,"NGA","Nigeria",17,"Imo",306,"Njaba","",NA,"","Local Authority","Local Authority","",""
307,163,"NGA","Nigeria",17,"Imo",307,"Nkwerre","",NA,"","Local Authority","Local Authority","",""
308,163,"NGA","Nigeria",17,"Imo",308,"Nwangele","",NA,"","Local Authority","Local Authority","",""
309,163,"NGA","Nigeria",17,"Imo",309,"Obowo","",NA,"","Local Authority","Local Authority","",""
310,163,"NGA","Nigeria",17,"Imo",310,"Oguta","",NA,"","Local Authority","Local Authority","",""
311,163,"NGA","Nigeria",17,"Imo",311,"Ohaji/Eg","",NA,"","Local Authority","Local Authority","","Ohaji /Egbema"
312,163,"NGA","Nigeria",17,"Imo",312,"Okigwe","",NA,"","Local Authority","Local Authority","",""
313,163,"NGA","Nigeria",17,"Imo",313,"Orlu","",NA,"","Local Authority","Local Authority","",""
314,163,"NGA","Nigeria",17,"Imo",314,"Orsu","",NA,"","Local Authority","Local Authority","",""
315,163,"NGA","Nigeria",17,"Imo",315,"Oru East","",NA,"","Local Authority","Local Authority","",""
316,163,"NGA","Nigeria",17,"Imo",316,"Oru West","",NA,"","Local Authority","Local Authority","",""
317,163,"NGA","Nigeria",17,"Imo",317,"Owerri Municipal","",NA,"","Local Authority","Local Authority","",""
318,163,"NGA","Nigeria",17,"Imo",318,"Owerri North","",NA,"","Local Authority","Local Authority","",""
319,163,"NGA","Nigeria",17,"Imo",319,"Owerri West","",NA,"","Local Authority","Local Authority","",""
320,163,"NGA","Nigeria",17,"Imo",320,"Unuimo","",NA,"","Local Authority","Local Authority","",""
321,163,"NGA","Nigeria",18,"Jigawa",321,"Auyo","",NA,"","Local Authority","Local Authority","",""
322,163,"NGA","Nigeria",18,"Jigawa",322,"Babura","",NA,"","Local Authority","Local Authority","",""
323,163,"NGA","Nigeria",18,"Jigawa",323,"Biriniwa","",NA,"","Local Authority","Local Authority","",""
324,163,"NGA","Nigeria",18,"Jigawa",324,"BirninKu","",NA,"","Local Authority","Local Authority","","Birnin Kudu"
325,163,"NGA","Nigeria",18,"Jigawa",325,"Buji","",NA,"","Local Authority","Local Authority","",""
326,163,"NGA","Nigeria",18,"Jigawa",326,"Dutse","",NA,"","Local Authority","Local Authority","",""
327,163,"NGA","Nigeria",18,"Jigawa",327,"Gagarawa","",NA,"","Local Authority","Local Authority","",""
328,163,"NGA","Nigeria",18,"Jigawa",328,"Garki","",NA,"","Local Authority","Local Authority","",""
329,163,"NGA","Nigeria",18,"Jigawa",329,"Gumel","",NA,"","Local Authority","Local Authority","",""
330,163,"NGA","Nigeria",18,"Jigawa",330,"Guri","",NA,"","Local Authority","Local Authority","",""
331,163,"NGA","Nigeria",18,"Jigawa",331,"Gwaram","",NA,"","Local Authority","Local Authority","",""
332,163,"NGA","Nigeria",18,"Jigawa",332,"Gwiwa","",NA,"","Local Authority","Local Authority","",""
333,163,"NGA","Nigeria",18,"Jigawa",333,"Hadejia","",NA,"","Local Authority","Local Authority","",""
334,163,"NGA","Nigeria",18,"Jigawa",334,"Jahun","",NA,"","Local Authority","Local Authority","",""
335,163,"NGA","Nigeria",18,"Jigawa",335,"KafinHau","",NA,"","Local Authority","Local Authority","","Kafin Hausa"
336,163,"NGA","Nigeria",18,"Jigawa",336,"Kaugama","",NA,"","Local Authority","Local Authority","",""
337,163,"NGA","Nigeria",18,"Jigawa",337,"Kazaure","",NA,"","Local Authority","Local Authority","",""
338,163,"NGA","Nigeria",18,"Jigawa",338,"KiriKasa","",NA,"","Local Authority","Local Authority","","Kiri Kasamma"
339,163,"NGA","Nigeria",18,"Jigawa",339,"Kiyawa","",NA,"","Local Authority","Local Authority","",""
340,163,"NGA","Nigeria",18,"Jigawa",340,"Maigatari","",NA,"","Local Authority","Local Authority","",""
341,163,"NGA","Nigeria",18,"Jigawa",341,"MalamMad","",NA,"","Local Authority","Local Authority","","Malam Maduri"
342,163,"NGA","Nigeria",18,"Jigawa",342,"Miga","",NA,"","Local Authority","Local Authority","",""
343,163,"NGA","Nigeria",18,"Jigawa",343,"Ringim","",NA,"","Local Authority","Local Authority","",""
344,163,"NGA","Nigeria",18,"Jigawa",344,"Roni","",NA,"","Local Authority","Local Authority","",""
345,163,"NGA","Nigeria",18,"Jigawa",345,"Sule-Tan","",NA,"","Local Authority","Local Authority","","Sule Tankarkar"
346,163,"NGA","Nigeria",18,"Jigawa",346,"Taura","",NA,"","Local Authority","Local Authority","",""
347,163,"NGA","Nigeria",18,"Jigawa",347,"Yankwashi","",NA,"","Local Authority","Local Authority","",""
348,163,"NGA","Nigeria",19,"Kaduna",348,"Birnin-G","",NA,"","Local Authority","Local Authority","","Birnin Gwari"
349,163,"NGA","Nigeria",19,"Kaduna",349,"Chikun","",NA,"","Local Authority","Local Authority","",""
350,163,"NGA","Nigeria",19,"Kaduna",350,"Giwa","",NA,"","Local Authority","Local Authority","",""
351,163,"NGA","Nigeria",19,"Kaduna",351,"Igabi","",NA,"","Local Authority","Local Authority","",""
352,163,"NGA","Nigeria",19,"Kaduna",352,"Ikara","",NA,"","Local Authority","Local Authority","",""
353,163,"NGA","Nigeria",19,"Kaduna",353,"Jaba","",NA,"","Local Authority","Local Authority","",""
354,163,"NGA","Nigeria",19,"Kaduna",354,"Jema'a","",NA,"","Local Authority","Local Authority","",""
355,163,"NGA","Nigeria",19,"Kaduna",355,"Kachia","",NA,"","Local Authority","Local Authority","",""
356,163,"NGA","Nigeria",19,"Kaduna",356,"Kaduna North","",NA,"","Local Authority","Local Authority","",""
357,163,"NGA","Nigeria",19,"Kaduna",357,"Kaduna South","",NA,"","Local Authority","Local Authority","",""
358,163,"NGA","Nigeria",19,"Kaduna",358,"Kagarko","",NA,"","Local Authority","Local Authority","",""
359,163,"NGA","Nigeria",19,"Kaduna",359,"Kajuru","",NA,"","Local Authority","Local Authority","",""
360,163,"NGA","Nigeria",19,"Kaduna",360,"Kaura","",NA,"","Local Authority","Local Authority","",""
361,163,"NGA","Nigeria",19,"Kaduna",361,"Kauru","",NA,"","Local Authority","Local Authority","",""
362,163,"NGA","Nigeria",19,"Kaduna",362,"Kubau","",NA,"","Local Authority","Local Authority","",""
363,163,"NGA","Nigeria",19,"Kaduna",363,"Kudan","",NA,"","Local Authority","Local Authority","",""
364,163,"NGA","Nigeria",19,"Kaduna",364,"Lere","",NA,"","Local Authority","Local Authority","",""
365,163,"NGA","Nigeria",19,"Kaduna",365,"Makarfi","",NA,"","Local Authority","Local Authority","",""
366,163,"NGA","Nigeria",19,"Kaduna",366,"Sabon-Ga","",NA,"","Local Authority","Local Authority","","Sabon Gari"
367,163,"NGA","Nigeria",19,"Kaduna",367,"Sanga","",NA,"","Local Authority","Local Authority","",""
368,163,"NGA","Nigeria",19,"Kaduna",368,"Soba","",NA,"","Local Authority","Local Authority","",""
369,163,"NGA","Nigeria",19,"Kaduna",369,"ZangonKa","",NA,"","Local Authority","Local Authority","","Zangon Kataf"
370,163,"NGA","Nigeria",19,"Kaduna",370,"Zaria","",NA,"","Local Authority","Local Authority","",""
371,163,"NGA","Nigeria",20,"Kano",371,"Ajingi","",NA,"","Local Authority","Local Authority","",""
372,163,"NGA","Nigeria",20,"Kano",372,"Albasu","",NA,"","Local Authority","Local Authority","",""
373,163,"NGA","Nigeria",20,"Kano",373,"Bagwai","",NA,"","Local Authority","Local Authority","",""
374,163,"NGA","Nigeria",20,"Kano",374,"Bebeji","",NA,"","Local Authority","Local Authority","",""
375,163,"NGA","Nigeria",20,"Kano",375,"Bichi","",NA,"","Local Authority","Local Authority","",""
376,163,"NGA","Nigeria",20,"Kano",376,"Bunkure","",NA,"","Local Authority","Local Authority","",""
377,163,"NGA","Nigeria",20,"Kano",377,"Dala","",NA,"","Local Authority","Local Authority","",""
378,163,"NGA","Nigeria",20,"Kano",378,"Dambatta","",NA,"","Local Authority","Local Authority","",""
379,163,"NGA","Nigeria",20,"Kano",379,"DawakinK","",NA,"","Local Authority","Local Authority","","Dawakin Kudu"
380,163,"NGA","Nigeria",20,"Kano",380,"DawakinT","",NA,"","Local Authority","Local Authority","","Dawakin Tofa"
381,163,"NGA","Nigeria",20,"Kano",381,"Doguwa","",NA,"","Local Authority","Local Authority","",""
382,163,"NGA","Nigeria",20,"Kano",382,"Fagge","",NA,"","Local Authority","Local Authority","",""
383,163,"NGA","Nigeria",20,"Kano",383,"Gabasawa","",NA,"","Local Authority","Local Authority","",""
384,163,"NGA","Nigeria",20,"Kano",384,"Garko","",NA,"","Local Authority","Local Authority","",""
385,163,"NGA","Nigeria",20,"Kano",385,"Garum Mallam","",NA,"","Local Authority","Local Authority","",""
386,163,"NGA","Nigeria",20,"Kano",386,"Gaya","",NA,"","Local Authority","Local Authority","",""
387,163,"NGA","Nigeria",20,"Kano",387,"Gezawa","",NA,"","Local Authority","Local Authority","",""
388,163,"NGA","Nigeria",20,"Kano",388,"Gwale","",NA,"","Local Authority","Local Authority","",""
389,163,"NGA","Nigeria",20,"Kano",389,"Gwarzo","",NA,"","Local Authority","Local Authority","",""
390,163,"NGA","Nigeria",20,"Kano",390,"Kabo","",NA,"","Local Authority","Local Authority","",""
391,163,"NGA","Nigeria",20,"Kano",391,"Kano","",NA,"","Local Authority","Local Authority","","Kano Municipal"
392,163,"NGA","Nigeria",20,"Kano",392,"Karaye","",NA,"","Local Authority","Local Authority","",""
393,163,"NGA","Nigeria",20,"Kano",393,"Kibiya","",NA,"","Local Authority","Local Authority","",""
394,163,"NGA","Nigeria",20,"Kano",394,"Kiru","",NA,"","Local Authority","Local Authority","",""
395,163,"NGA","Nigeria",20,"Kano",395,"Kumbotso","",NA,"","Local Authority","Local Authority","",""
396,163,"NGA","Nigeria",20,"Kano",396,"Kunchi","",NA,"","Local Authority","Local Authority","",""
397,163,"NGA","Nigeria",20,"Kano",397,"Kura","",NA,"","Local Authority","Local Authority","",""
398,163,"NGA","Nigeria",20,"Kano",398,"Madobi","",NA,"","Local Authority","Local Authority","",""
399,163,"NGA","Nigeria",20,"Kano",399,"Makoda","",NA,"","Local Authority","Local Authority","",""
400,163,"NGA","Nigeria",20,"Kano",400,"Minjibir","",NA,"","Local Authority","Local Authority","",""
401,163,"NGA","Nigeria",20,"Kano",401,"Nassaraw","",NA,"","Local Authority","Local Authority","","Nassarawa"
402,163,"NGA","Nigeria",20,"Kano",402,"Rano","",NA,"","Local Authority","Local Authority","",""
403,163,"NGA","Nigeria",20,"Kano",403,"RiminGad","",NA,"","Local Authority","Local Authority","","Rimin Gado"
404,163,"NGA","Nigeria",20,"Kano",404,"Rogo","",NA,"","Local Authority","Local Authority","",""
405,163,"NGA","Nigeria",20,"Kano",405,"Shanono","",NA,"","Local Authority","Local Authority","",""
406,163,"NGA","Nigeria",20,"Kano",406,"Sumaila","",NA,"","Local Authority","Local Authority","",""
407,163,"NGA","Nigeria",20,"Kano",407,"Takai","",NA,"","Local Authority","Local Authority","",""
408,163,"NGA","Nigeria",20,"Kano",408,"Tarauni","",NA,"","Local Authority","Local Authority","",""
409,163,"NGA","Nigeria",20,"Kano",409,"Tofa","",NA,"","Local Authority","Local Authority","",""
410,163,"NGA","Nigeria",20,"Kano",410,"Tsanyawa","",NA,"","Local Authority","Local Authority","",""
411,163,"NGA","Nigeria",20,"Kano",411,"Tundun Wada","",NA,"","Local Authority","Local Authority","",""
412,163,"NGA","Nigeria",20,"Kano",412,"Ungogo","",NA,"","Local Authority","Local Authority","",""
413,163,"NGA","Nigeria",20,"Kano",413,"Warawa","",NA,"","Local Authority","Local Authority","",""
414,163,"NGA","Nigeria",20,"Kano",414,"Wudil","",NA,"","Local Authority","Local Authority","",""
415,163,"NGA","Nigeria",21,"Katsina",415,"Bakori","",NA,"","Local Authority","Local Authority","",""
416,163,"NGA","Nigeria",21,"Katsina",416,"Batagarawa","",NA,"","Local Authority","Local Authority","",""
417,163,"NGA","Nigeria",21,"Katsina",417,"Batsari","",NA,"","Local Authority","Local Authority","",""
418,163,"NGA","Nigeria",21,"Katsina",418,"Baure","",NA,"","Local Authority","Local Authority","",""
419,163,"NGA","Nigeria",21,"Katsina",419,"Bindawa","",NA,"","Local Authority","Local Authority","",""
420,163,"NGA","Nigeria",21,"Katsina",420,"Charanchi","",NA,"","Local Authority","Local Authority","",""
421,163,"NGA","Nigeria",21,"Katsina",421,"Dandume","",NA,"","Local Authority","Local Authority","",""
422,163,"NGA","Nigeria",21,"Katsina",422,"Danja","",NA,"","Local Authority","Local Authority","",""
423,163,"NGA","Nigeria",21,"Katsina",423,"Danmusa","",NA,"","Local Authority","Local Authority","",""
424,163,"NGA","Nigeria",21,"Katsina",424,"Daura","",NA,"","Local Authority","Local Authority","",""
425,163,"NGA","Nigeria",21,"Katsina",425,"Dutsi","",NA,"","Local Authority","Local Authority","",""
426,163,"NGA","Nigeria",21,"Katsina",426,"Dutsin-M","",NA,"","Local Authority","Local Authority","","Dutsinma"
427,163,"NGA","Nigeria",21,"Katsina",427,"Faskari","",NA,"","Local Authority","Local Authority","",""
428,163,"NGA","Nigeria",21,"Katsina",428,"Funtua","",NA,"","Local Authority","Local Authority","",""
429,163,"NGA","Nigeria",21,"Katsina",429,"Ingawa","",NA,"","Local Authority","Local Authority","",""
430,163,"NGA","Nigeria",21,"Katsina",430,"Jibia","",NA,"","Local Authority","Local Authority","",""
431,163,"NGA","Nigeria",21,"Katsina",431,"Kafur","",NA,"","Local Authority","Local Authority","",""
432,163,"NGA","Nigeria",21,"Katsina",432,"Kaita","",NA,"","Local Authority","Local Authority","",""
433,163,"NGA","Nigeria",21,"Katsina",433,"Kankara","",NA,"","Local Authority","Local Authority","",""
434,163,"NGA","Nigeria",21,"Katsina",434,"Kankiya","",NA,"","Local Authority","Local Authority","","Kankia"
435,163,"NGA","Nigeria",21,"Katsina",435,"Katsina (K)","",NA,"","Local Authority","Local Authority","","Katsina"
436,163,"NGA","Nigeria",21,"Katsina",436,"Kurfi","",NA,"","Local Authority","Local Authority","",""
437,163,"NGA","Nigeria",21,"Katsina",437,"Kusada","",NA,"","Local Authority","Local Authority","",""
438,163,"NGA","Nigeria",21,"Katsina",438,"Mai'Adua","",NA,"","Local Authority","Local Authority","",""
439,163,"NGA","Nigeria",21,"Katsina",439,"Malumfashi","",NA,"","Local Authority","Local Authority","",""
440,163,"NGA","Nigeria",21,"Katsina",440,"Mani","",NA,"","Local Authority","Local Authority","",""
441,163,"NGA","Nigeria",21,"Katsina",441,"Mashi","",NA,"","Local Authority","Local Authority","",""
442,163,"NGA","Nigeria",21,"Katsina",442,"Matazu","",NA,"","Local Authority","Local Authority","",""
443,163,"NGA","Nigeria",21,"Katsina",443,"Musawa","",NA,"","Local Authority","Local Authority","",""
444,163,"NGA","Nigeria",21,"Katsina",444,"Rimi","",NA,"","Local Authority","Local Authority","",""
445,163,"NGA","Nigeria",21,"Katsina",445,"Sabuwa","",NA,"","Local Authority","Local Authority","",""
446,163,"NGA","Nigeria",21,"Katsina",446,"Safana","",NA,"","Local Authority","Local Authority","",""
447,163,"NGA","Nigeria",21,"Katsina",447,"Sandamu","",NA,"","Local Authority","Local Authority","",""
448,163,"NGA","Nigeria",21,"Katsina",448,"Zango","",NA,"","Local Authority","Local Authority","",""
449,163,"NGA","Nigeria",22,"Kebbi",449,"Aleiro","",NA,"","Local Authority","Local Authority","",""
450,163,"NGA","Nigeria",22,"Kebbi",450,"Arewa","",NA,"","Local Authority","Local Authority","","Arewa Dandi"
451,163,"NGA","Nigeria",22,"Kebbi",451,"Argungu","",NA,"","Local Authority","Local Authority","",""
452,163,"NGA","Nigeria",22,"Kebbi",452,"Augie","",NA,"","Local Authority","Local Authority","",""
453,163,"NGA","Nigeria",22,"Kebbi",453,"Bagudo","",NA,"","Local Authority","Local Authority","",""
454,163,"NGA","Nigeria",22,"Kebbi",454,"BirninKe","",NA,"","Local Authority","Local Authority","","Birnin-Kebbi"
455,163,"NGA","Nigeria",22,"Kebbi",455,"Bunza","",NA,"","Local Authority","Local Authority","",""
456,163,"NGA","Nigeria",22,"Kebbi",456,"Dandi","",NA,"","Local Authority","Local Authority","",""
457,163,"NGA","Nigeria",22,"Kebbi",457,"Danko Wasagu","",NA,"","Local Authority","Local Authority","",""
458,163,"NGA","Nigeria",22,"Kebbi",458,"Fakai","",NA,"","Local Authority","Local Authority","",""
459,163,"NGA","Nigeria",22,"Kebbi",459,"Gwandu","",NA,"","Local Authority","Local Authority","",""
460,163,"NGA","Nigeria",22,"Kebbi",460,"Jega","",NA,"","Local Authority","Local Authority","",""
461,163,"NGA","Nigeria",22,"Kebbi",461,"Kalgo","",NA,"","Local Authority","Local Authority","",""
462,163,"NGA","Nigeria",22,"Kebbi",462,"Koko/Bes","",NA,"","Local Authority","Local Authority","","Koko/Besse"
463,163,"NGA","Nigeria",22,"Kebbi",463,"Maiyama","",NA,"","Local Authority","Local Authority","",""
464,163,"NGA","Nigeria",22,"Kebbi",464,"Ngaski","",NA,"","Local Authority","Local Authority","",""
465,163,"NGA","Nigeria",22,"Kebbi",465,"Sakaba","",NA,"","Local Authority","Local Authority","",""
466,163,"NGA","Nigeria",22,"Kebbi",466,"Shanga","",NA,"","Local Authority","Local Authority","",""
467,163,"NGA","Nigeria",22,"Kebbi",467,"Suru","",NA,"","Local Authority","Local Authority","",""
468,163,"NGA","Nigeria",22,"Kebbi",468,"Yauri","",NA,"","Local Authority","Local Authority","",""
469,163,"NGA","Nigeria",22,"Kebbi",469,"Zuru","",NA,"","Local Authority","Local Authority","",""
470,163,"NGA","Nigeria",23,"Kogi",470,"Adavi","",NA,"","Local Authority","Local Authority","",""
471,163,"NGA","Nigeria",23,"Kogi",471,"Ajaokuta","",NA,"","Local Authority","Local Authority","",""
472,163,"NGA","Nigeria",23,"Kogi",472,"Ankpa","",NA,"","Local Authority","Local Authority","",""
473,163,"NGA","Nigeria",23,"Kogi",473,"Bassa","",NA,"","Local Authority","Local Authority","",""
474,163,"NGA","Nigeria",23,"Kogi",474,"Dekina","",NA,"","Local Authority","Local Authority","",""
475,163,"NGA","Nigeria",23,"Kogi",475,"Ibaji","",NA,"","Local Authority","Local Authority","",""
476,163,"NGA","Nigeria",23,"Kogi",476,"Idah","",NA,"","Local Authority","Local Authority","",""
477,163,"NGA","Nigeria",23,"Kogi",477,"Igalamela-Odolu","",NA,"","Local Authority","Local Authority","",""
478,163,"NGA","Nigeria",23,"Kogi",478,"Ijumu","",NA,"","Local Authority","Local Authority","",""
479,163,"NGA","Nigeria",23,"Kogi",479,"Kabba/Bu","",NA,"","Local Authority","Local Authority","","Kabba /Bunu"
480,163,"NGA","Nigeria",23,"Kogi",480,"Kotonkar","",NA,"","Local Authority","Local Authority","","Koton-Karfe"
481,163,"NGA","Nigeria",23,"Kogi",481,"Lokoja","",NA,"","Local Authority","Local Authority","",""
482,163,"NGA","Nigeria",23,"Kogi",482,"Mopa-Muro","",NA,"","Local Authority","Local Authority","",""
483,163,"NGA","Nigeria",23,"Kogi",483,"Ofu","",NA,"","Local Authority","Local Authority","",""
484,163,"NGA","Nigeria",23,"Kogi",484,"Ogori/Magongo","",NA,"","Local Authority","Local Authority","",""
485,163,"NGA","Nigeria",23,"Kogi",485,"Okehi","",NA,"","Local Authority","Local Authority","",""
486,163,"NGA","Nigeria",23,"Kogi",486,"Okene","",NA,"","Local Authority","Local Authority","",""
487,163,"NGA","Nigeria",23,"Kogi",487,"Olamabor","",NA,"","Local Authority","Local Authority","","Olamaboro"
488,163,"NGA","Nigeria",23,"Kogi",488,"Omala","",NA,"","Local Authority","Local Authority","",""
489,163,"NGA","Nigeria",23,"Kogi",489,"Yagba East","",NA,"","Local Authority","Local Authority","",""
490,163,"NGA","Nigeria",23,"Kogi",490,"Yagba West","",NA,"","Local Authority","Local Authority","",""
491,163,"NGA","Nigeria",24,"Kwara",491,"Asa","",NA,"","Local Authority","Local Authority","",""
492,163,"NGA","Nigeria",24,"Kwara",492,"Baruten","",NA,"","Local Authority","Local Authority","",""
493,163,"NGA","Nigeria",24,"Kwara",493,"Edu","",NA,"","Local Authority","Local Authority","",""
494,163,"NGA","Nigeria",24,"Kwara",494,"Ekiti","",NA,"","Local Authority","Local Authority","",""
495,163,"NGA","Nigeria",24,"Kwara",495,"Ifelodun","",NA,"","Local Authority","Local Authority","",""
496,163,"NGA","Nigeria",24,"Kwara",496,"Ilorin East","",NA,"","Local Authority","Local Authority","",""
497,163,"NGA","Nigeria",24,"Kwara",497,"Ilorin South","",NA,"","Local Authority","Local Authority","",""
498,163,"NGA","Nigeria",24,"Kwara",498,"IlorinWe","",NA,"","Local Authority","Local Authority","","Ilorin West"
499,163,"NGA","Nigeria",24,"Kwara",499,"Irepodun","",NA,"","Local Authority","Local Authority","",""
500,163,"NGA","Nigeria",24,"Kwara",500,"Isin","",NA,"","Local Authority","Local Authority","",""
501,163,"NGA","Nigeria",24,"Kwara",501,"Kaiama","",NA,"","Local Authority","Local Authority","",""
502,163,"NGA","Nigeria",24,"Kwara",502,"Moro","",NA,"","Local Authority","Local Authority","",""
503,163,"NGA","Nigeria",24,"Kwara",503,"Offa","",NA,"","Local Authority","Local Authority","",""
504,163,"NGA","Nigeria",24,"Kwara",504,"Oke-Ero","",NA,"","Local Authority","Local Authority","",""
505,163,"NGA","Nigeria",24,"Kwara",505,"Oyun","",NA,"","Local Authority","Local Authority","",""
506,163,"NGA","Nigeria",24,"Kwara",506,"Pategi","",NA,"","Local Authority","Local Authority","",""
507,163,"NGA","Nigeria",25,"Lagos",507,"Agege","",NA,"","Local Authority","Local Authority","",""
508,163,"NGA","Nigeria",25,"Lagos",508,"Ajeromi/Ifelodun","",NA,"","Local Authority","Local Authority","",""
509,163,"NGA","Nigeria",25,"Lagos",509,"Alimosho","",NA,"","Local Authority","Local Authority","",""
510,163,"NGA","Nigeria",25,"Lagos",510,"Amuwo Odofin","",NA,"","Local Authority","Local Authority","",""
511,163,"NGA","Nigeria",25,"Lagos",511,"Apapa","",NA,"","Local Authority","Local Authority","",""
512,163,"NGA","Nigeria",25,"Lagos",512,"Badagary","",NA,"","Local Authority","Local Authority","","Badagry"
513,163,"NGA","Nigeria",25,"Lagos",513,"Epe","",NA,"","Local Authority","Local Authority","",""
514,163,"NGA","Nigeria",25,"Lagos",514,"Eti-Osa","",NA,"","Local Authority","Local Authority","",""
515,163,"NGA","Nigeria",25,"Lagos",515,"Ibeju/Lekki","",NA,"","Local Authority","Local Authority","","Ibeju Lekki"
516,163,"NGA","Nigeria",25,"Lagos",516,"Ifako/Ijaye","",NA,"","Local Authority","Local Authority","",""
517,163,"NGA","Nigeria",25,"Lagos",517,"Ikeja","",NA,"","Local Authority","Local Authority","",""
518,163,"NGA","Nigeria",25,"Lagos",518,"Ikorodu","",NA,"","Local Authority","Local Authority","",""
